Category,Name,Ownership: Government/Private,Street Address,City,State,Zip,County,Phone Number,Website,Hours- Sunday,Hours - Monday,Hours - Tuesday,Hours - Wednesday,Hours - Thursday,Hours - Friday,Hours - Saturday,Residential Household Garbage,Residential Electronic Waste,Residential Appliances/ Furniture,Residential Brush,Residential Construction,Demolition Waste,Recycling - Residential Metal,Recycling - Residential Cans,Recycling - Residential Aluminum,Recycling - Residential Plastics (#1 & #2 only),Recycling - Residential Glass,Recycling - Residential Paper,Recycling - Residential Cardboard,Recycling - Residential Used Motor Oil,Recycling - Residential Used Cooking Oil,Special Waste - Residential automotive batteries,Special Waste - Residential latex-based paint,Special Waste - Residential antifreeze,Special Waste - Residential Automotive Tires,Holiday Hours - New Year's Day,Holiday Hours - MLK Day,Holiday Hours - President's Day,Holiday Hours - Easter,Holiday Hours - Memorial Day,Holiday Hours - Independence Day,Holiday Hours - Veteran's Day,Holiday Hours - Thanksgiving Day,Holiday Hours - Christmas Eve,Holiday Hours - Christmas Day,Goodwill Drop-Off,Daily Limit,Notes,Lat,Long
Transfer Station,Manzanita Transfer Station,Government,34995 Necarney City Road,Manzanita,OR,97130,Tillamook,503-815-3975,http://www.co.tillamook.or.us/gov/SolidWaste/TransferStations.htm,10:00AM-4:00PM,No,No,No,10:00AM-4:00PM,10:00AM-4:00PM,10:00AM-4:00PM,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,45.7107993,-123.9272516
Transfer Station,Tillamook Transfer Station,Government,1315 Eckloff Rd,Tillamook,OR,97141,Tillamook,503-815-3975,http://www.co.tillamook.or.us/gov/SolidWaste/TransferStations.htm,No,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4144363,-123.8534164
Waste Tire Facility,"Don G. Averill Recycling, Inc.",Private,1315 Eckloff Rd,Tillamook,OR,97141,Tillamook,503-842-5189,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,45.4144287,-123.8534164
Waste Tire Facility,"Don G. Averill Trucking, Inc.",Private,1500 Main Ave N,Tillamook,OR,97141,Tillamook,503-842-5186,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,45.467183,-123.8446731
Compost Facility,Pendleton Transfer Station Compost Facility,Private,5500 Nw Rieth Rd,Pendleton,OR,97801,Umatilla,541-276-1271,http://www.pendletonsanitaryservice.com/,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,45.6717789,-118.8506646
Compost Facility,Quality Compost Composting Facility,Private,51856 Seven Hills Rd,Milton-Freewater,OR,97862,Umatilla,509-956-6275,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.9446259,-118.4622638
Landfill,Humbert Refuse Landfill,Private,Gerking Flat Rd,Athena,OR,97813,Umatilla,541-938-4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.9624595,-118.3903438
Landfill,Milton-Freewater Sanitary Landfill,Government,,Milton-Freewater,OR,97862,Umatilla,541-938-8272,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,45.9409497,-118.4033774
Landfill,"Pilot Rock Sawmill Landfill (Kinzua Resources, LLC)",Private,One-Half Mile West Of Pilot Rock,Pilot Rock,OR,97850,Umatilla,541-953-7866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4898351,-118.8330697
Transfer Station,Pendleton Transfer Station,Private,Reith Road,Pendleton,OR,97801,Umatilla,541-276-1271,http://www.pendletonsanitaryservice.com/,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,45.6698668,-118.852351
Transfer Station,Sanitary Disposal Transfer Station,Private,Tax Lots 101 And 107,Hermiston,OR,97838,Umatilla,541-567-8842,https://hermiston.or.us/solidwaste_home,9:00AM-5:00PM,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,9:00AM-5:00PM,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,45.8851779,-119.3009992
Compost Facility,Waste Pro Compost Facility,Private,3412 Highway 30,La Grande,OR,97850,Union,541-963-5459,http://www.waste-pro.com/,No,9:00AM-4:30PM,9:00AM-4:30PM,No,9:00AM-4:30PM,9:00AM-4:30PM,9:00AM-4:30PM,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.307079,-118.059307
Transfer Station,Elgin Transfer Station,Government,Hemlock Road,Elgin,OR,97827,Union,541-437-2253,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,42.0354084,-88.2825668
Transfer Station,Waste Pro Recovery Transfer Station,Private,Highway 30,La Grande,OR,97850,Union,541-963-5459,http://www.waste-pro.com/,No,9:00AM-4:30PM,9:00AM-4:30PM,No,9:00AM-4:30PM,9:00AM-4:30PM,9:00AM-4:30PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.307079,-118.059307
Landfill,Ant Flat Landfill,Government,"Sec 25, T1S, R44E",Enterprise,OR,97828,Wallowa,541-426-4543,,,,,,,,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.430998,-117.2642313
Transfer Station,Joseph Transfer Station,Private,Airport Rd,Joseph,OR,97846,Wallowa,541-426-3492,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.3511058,-117.2302359
Transfer Station,Lostine Transfer Station,Private,Caudle Lane,Lostine,OR,97857,Wallowa,541-426-3492,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.4890097,-117.4380178
Transfer Station,Wallowa Transfer Station,Private,Hwy 82,Wallowa,OR,97885,Wallowa,541-426-3492,,,,,,,,,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.5701445,-117.5282416
Landfill,Wasco County Landfill,Government,2550 Steele Road,The Dalles,OR,97058,Wasco,541-296-4082,http://www.wascocountylandfill.com/,No,8:00AM-2:30PM,8:00AM-2:30PM,8:00AM-2:30PM,8:00AM-2:30PM,8:00AM-2:30PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5608749,-121.1382446
Transfer Station,Antelope Disposal Sites,Government,"Sec 30, T7S, R17E",Antelope,OR,97001,Wasco,541-489-3352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9106819,-120.7228172
Transfer Station,Shaniko Transfer Station,Government,"2Nd And ""F"" Streets",Shaniko,OR,97057,Wasco,541-489-3226,,,,,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.0037364,-120.7522665
Transfer Station,The Dalles Transfer Station + Tri-County HHHW Collection Facility,Private,1317 W 1St St,The Dalles,OR,97058,Wasco,541-298-5149,http://www.tricountyrecycle.com/maging-my-materials/recycle/recycling-home/recycle-home-wasco-county,No,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.6104913,-121.197122
Transfer Station,Wasco County Landfill Barge Unloading Facility,Government,2649 River Rd,The Dalles,OR,97058,Wasco,5419651339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5608749,-121.1382446
Waste Tire Facility,Mosier Tire/Soil Berm,Government,Po Box 456,Mosier,OR,97040,Wasco,541-478-3505,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,45.6834528,-121.397295
Compost Facility,Grimm's Fuel Co.,Private,18850 Sw Cipole Rd,Tualatin,OR,97062,Washington,503-636-3623,http://www.grimmsfuel.com/,9:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,7:00AM-5:00PM,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.3836059,-122.8162002
Compost Facility,Recology Organics - North Plains,Private,9570 Nw 307Th Ave,North Plains,OR,97133,Washington,503-283-2015,https://www.recology.com/recology-portland/recology-organics-northplains/,No,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.5893854,-122.9860044
Compost Facility,SORT Bioenergy,Private,10295 Sw Ridder Rd,Wilsonville,OR,97070,Washington,208-859-8257,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.3325606,-122.7815644
Compost Facility,N2K Berry Farm,Private,29000 Sw Farmington Rd,Hillsboro,OR,97123,Washington,971-404-6124,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.44554,-122.974867
Compost Facility,New Earth Farm,Private,11000 Nw Jackson Quarry Rd,Hillsboro,OR,97124,Washington,503-913-2641,http://www.newearthfarm.net/,No,No,11:00AM-7:00PM,11:00AM-7:00PM,11:00AM-7:00PM,11:00AM-7:00PM,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.6005816,-122.9470411
Compost Facility,"Northwest Environmental And Recycling, Inc.",Private,1045 N 4Th Ave,Cornelius,OR,97113,Washington,503-638-1011,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.5277818,-123.0669363
Landfill,Hillsboro Landfill,Private,3205 Se Minter Bridge Road,Hillsboro,OR,97123,Washington,503-331-2239,https://www.wm.com/,No,6:00AM-4:00PM,6:00AM-4:00PM,6:00AM-4:00PM,6:00AM-4:00PM,6:00AM-4:00PM,8:00AM-12:00PM,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,45.4930648,-122.9702682
Recycling Center,Aloha Garbage Co.,Private,3755 Sw 205Th Place,Aloha,OR,97007,Washington,503-649-3727,,,,,,,,,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,No,No,,,,,,,,,,,,,,45.4934474,-122.8884765
Recycling Center,Tualatin Valley Waste Recovery,Private,3215 Se Minter Bridge Rd,Hillsboro,OR,97123,Washington,503-331-2221,https://www.wm.com/,No,6:00AM-4:00PM,6:00AM-4:00PM,6:00AM-4:00PM,6:00AM-4:00PM,6:00AM-4:00PM,8:00AM-12:00PM,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,No,No,,,,,,,,,,,,,,45.4969113,-122.9678412
Transfer Station,Forest Grove Transfer Station,Private,1525 B St,Forest Grove,OR,97116,Washington,503-493-7858,https://www.wm.com/,No,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,9:00AM-5:00PM,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,,,,,,,,,,,,,,45.5138545,-123.1148611
Transfer Station,Hillsboro Garbage and Disposal,Private,4945 Sw Minter Bridge Road,Hillsboro,OR,97045,Washington,503-648-4219,http://www.hillsborogarbage.com/,No,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.482891,-122.9843368
Transfer Station,Northwest Landscape Services,Private,1800 Ne Cornelius Pass Road,Hillsboro,OR,97124,Washington,425-481-0919,http://www.nlswa.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5329974,-122.8976117
Transfer Station,Pride Recycling Company,Private,13910 Sw Tualatin Sherwood Rd,Sherwood,OR,97140,Washington,503-625-6177,http://prideshred.com/,No,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,8:00AM-4:30PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3667523,-122.818503
Transfer Station,S&H Recycling,Private,1748 Ne 25Th Ave,Hillsboro,OR,97124,Washington,503-638-1011,http://www.shbark.com/,No,7:00AM-4:00PM,7:00AM-4:00PM,7:00AM-4:00PM,7:00AM-4:00PM,7:00AM-4:00PM,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5277818,-123.0669363
Transfer Station,WRI Willamette Resources Inc TS/MRF,Private,10295 Sw Ridder Rd,Wilsonville,OR,97070,Washington,503-570-0626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3329422,-122.7820024
Waste Tire Facility,Carothers Tire,Private,235 Sw Oak St,Hillsboro,OR,97123,Washington,503-648-7099,https://carotherstire.com/,No,8:30AM-6:00PM,8:30AM-6:00PM,8:30AM-6:00PM,8:30AM-6:00PM,8:30AM-6:00PM,8:30AM-6:00PM,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,45.5192063,-122.9918886
Transfer Station,Fossil Solid Waste Transfer Station And Recycling Station,Government,"17487 Black Butte, County Rd 19",Fossil,OR,97830,Wheeler,541-763-3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6445906,-121.5543062
Transfer Station,Mitchell Transfer Station And Recycling Station,Government,Hwy 207,Mitchell,OR,97750,Wheeler,541-763-4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5691846,-120.1611935
Transfer Station,Spray Solid Waste Transfer Station And Recycling Station,Government,40337 Kahler Basin Rd,Spray,OR,97874,Wheeler,541-763-4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.8822559,-119.7770751
Compost Facility,Ecology Composting,Private,14425 Se Wallace Rd,Dayton,OR,97114,Yamhill,503-969-9545,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.1553742,-123.0578543
Compost Facility,Recology NW Greenlands McMinnville,Private,Riverbend Rd,Mcminnville,OR,97128,Yamhill,503-474-4856,http://www.recologyorganics.com/,No,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,9:00AM-4:00PM,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.2203788,-123.175415
Compost Facility,Alderman Farm,Private,14301 Se Wallace Rd,Dayton,OR,97114,Yamhill,503-868-7971,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.1565195,-123.0577929
Compost Facility,Gordon Farm,Private,13205 Webfoot Rd,Dayton,OR,97114,Yamhill,503-868-7971,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.162599,-123.0864309
Compost Facility,"Yamhill County Mushrooms, Inc.",Private,7246 Lilac Hill Rd,Yamhill,OR,97148,Yamhill,503-662-4131,,,,,,,,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,45.3735037,-123.1890172
Landfill,Riverbend Landfill,Private,13469 Sw Highway 18,Mcminnville,OR,97128,Yamhill,971-261-4006,https://www.wm.com/,No,6:00AM-4:30PM,6:00AM-4:30PM,6:00AM-4:30PM,6:00AM-4:30PM,6:00AM-4:30PM,7:00AM-3:00PM,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,,,,,,,,,,,,45.1620878,-123.2493615
Landfill,Buck Hollow Landfill,Private,Ft. Hill Rd. Between Ft. Hill & Willamin,Fort Hill,OR,97338,Yamhill,503-876-2322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9942592,-73.8255344
Recycling Center,Valley Recovery Zone,Private,2200 Ne Orchard Ave,Mcminnville,OR,97128,Yamhill,503-434-5549,https://www.recology.com/recology-western-oregon/amity-lafayette-mcminnville/organics-mcminnville/,No,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,8:00AM-4:00PM,9:00AM-4:00PM,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,No,No,,,,,,,,,,,,,,45.2204777,-123.1744549
Transfer Station,Newberg Transfer And Recycling Center,Private,2904 Wynooski Rd.,Newberg,OR,97132,Yamhill,503-462-0508,https://www.wm.com/,No,8:00AM-5:00PM,8:00AM-5:00PM,8:00AM-5:00PM,8:00AM-5:00PM,8:00AM-5:00PM,8:00AM-5:00PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.2852985,-122.9478789
